y,pd_danet
1,0.32558614015579224
0,0.23546268045902252
0,0.1953607201576233
0,0.09588175266981125
0,0.0004698244156315923
0,0.38966259360313416
0,0.20512080192565918
0,0.16715264320373535
1,0.9987528324127197
0,0.39250436425209045
0,0.26155567169189453
0,0.052849382162094116
0,0.3773634135723114
0,0.09327172487974167
0,0.16945037245750427
1,0.991208553314209
0,1.464262095396407e-05
0,0.022145148366689682
0,0.0421164408326149
0,0.12843424081802368
0,0.18150214850902557
1,0.9998193383216858
1,0.9993330836296082
1,0.07757045328617096
0,0.28338566422462463
0,0.05063086003065109
0,0.09860574454069138
0,0.05042096599936485
0,0.2347130924463272
0,0.019394071772694588
0,0.0309272613376379
1,0.35429227352142334
0,0.07391604036092758
1,0.2207668423652649
0,0.23239460587501526
1,0.9116954207420349
1,0.17700612545013428
0,0.39287203550338745
0,8.52525481604971e-05
1,0.999767005443573
1,0.9997057318687439
0,0.19233353435993195
0,0.5691419839859009
0,0.02203553356230259
0,0.1093456819653511
0,0.1435822695493698
1,0.9993104934692383
0,0.1531434953212738
0,0.037636566907167435
0,0.1293994039297104
0,0.256146103143692
1,0.03185286372900009
0,0.08042542636394501
1,0.9990106821060181
1,0.9985062479972839
1,0.9997273087501526
0,0.3264058828353882
0,0.16129490733146667
0,0.21266677975654602
0,0.07688941061496735
0,0.023759713396430016
0,0.4281841218471527
0,0.3722623288631439
0,0.027345698326826096
0,0.2599447965621948
1,0.9999253749847412
0,0.12238990515470505
0,0.12859614193439484
0,0.00013228393800090998
0,0.2546353042125702
0,0.07028140872716904
1,0.20479938387870789
0,0.08360849320888519
1,0.8114216327667236
0,0.23844613134860992
0,0.25606533885002136
0,0.22898587584495544
0,0.11349312961101532
0,0.17138774693012238
0,0.0034427435602992773
1,0.9992530941963196
0,0.013757427223026752
0,0.2328643798828125
0,0.20186755061149597
1,0.9998716115951538
0,0.0008668841910548508
0,0.10193676501512527
1,0.32567086815834045
1,0.9968230724334717
0,0.007756376639008522
0,0.1367352157831192
0,0.12029650807380676
1,0.9948306679725647
0,0.16146007180213928
0,0.1871921718120575
0,0.2596774399280548
0,0.003749951720237732
0,0.3658548593521118
1,0.9996916055679321
0,0.03734710067510605
0,0.01192606333643198
0,0.292632132768631
0,0.35684266686439514
0,0.003182506188750267
0,0.1710263192653656
0,0.06886983662843704
0,0.007370924111455679
1,0.09706033766269684
0,0.07516702264547348
0,0.11098673939704895
0,0.1527504324913025
0,0.26197609305381775
0,0.042277347296476364
0,0.13548190891742706
0,0.002416908275336027
0,0.06691932678222656
1,0.9998965263366699
0,0.002687043510377407
0,0.1550489068031311
0,0.10256942361593246
0,0.07595079392194748
0,0.2172406166791916
0,0.15614533424377441
0,0.2271299958229065
0,0.2002197653055191
0,0.016190283000469208
0,0.0798405334353447
0,0.16578206419944763
0,0.06441576778888702
0,0.20183007419109344
0,8.014912600629032e-05
0,0.3102160692214966
1,0.9997584223747253
0,0.1001756563782692
0,0.05543326213955879
0,0.15678711235523224
0,0.08991159498691559
0,0.0011684653582051396
0,0.2321603149175644
0,0.35613614320755005
0,0.0003861407458316535
1,0.15871182084083557
0,0.00011346427345415577
0,0.018543491140007973
0,0.16986984014511108
1,0.9988730549812317
0,0.05841527506709099
0,0.25287097692489624
1,0.28714826703071594
0,0.18898184597492218
0,0.20903711020946503
0,0.0942356213927269
1,0.22166714072227478
0,0.14470534026622772
0,0.1343606859445572
0,0.30059516429901123
1,0.9999854564666748
1,0.5715932250022888
0,0.15394484996795654
0,0.17780984938144684
0,0.27554407715797424
0,0.2478429079055786
1,0.9999690055847168
0,0.2841319143772125
0,0.10245160758495331
0,0.17871208488941193
1,0.9903229475021362
0,1e-06
0,0.1940908581018448
1,0.229975163936615
0,0.3403299152851105
1,0.2553456127643585
0,0.005318646784871817
0,0.320346862077713
1,0.9998881816864014
0,0.08665768802165985
0,0.15057158470153809
0,0.06963305175304413
0,0.2149878889322281
0,0.2545131742954254
0,0.04034465178847313
0,0.2722989022731781
0,0.04479796811938286
0,0.040674321353435516
0,0.2767166495323181
0,0.07802899181842804
0,0.000482059404021129
0,0.025934576988220215
0,0.4114324152469635
1,0.16912774741649628
0,0.03242931514978409
1,0.1398315727710724
0,0.07284943014383316
0,0.20932254195213318
0,0.07417723536491394
0,0.3032870590686798
0,0.25972408056259155
1,0.18010452389717102
0,0.16606411337852478
0,0.040857020765542984
0,0.002645913977175951
1,0.9993128776550293
0,0.0011079289251938462
1,0.17125630378723145
0,1e-06
0,0.0606546550989151
0,0.24539601802825928
0,0.2233433723449707
0,0.0060646976344287395
0,0.05164940282702446
1,0.3502621054649353
0,0.14581343531608582
0,0.0019239691318944097
1,0.9996590614318848
0,0.17389924824237823
1,0.37552306056022644
1,0.19166739284992218
0,0.09721875935792923
0,0.010210287757217884
0,0.0014270873507484794
0,0.33011049032211304
0,0.016617121174931526
0,0.10944166034460068
0,0.0027528663631528616
0,0.1992185264825821
1,0.149977445602417
0,0.019375059753656387
0,0.037258367985486984
0,0.041224405169487
0,3.4247116218466545e-06
0,0.1868748813867569
1,0.2797868847846985
0,0.23809926211833954
1,0.39431032538414
0,0.25746968388557434
1,0.999678373336792
0,0.0007561109960079193
0,0.2167348861694336
0,0.03181332349777222
0,0.18244992196559906
0,0.22545789182186127
0,0.3101854622364044
0,0.17040285468101501
0,0.10325910151004791
0,0.08936228603124619
1,0.17358441650867462
0,0.26844751834869385
0,0.1848006546497345
0,1.8601051124278456e-05
1,0.9988189339637756
0,0.08232647180557251
0,0.0002723552752286196
0,0.08827731013298035
0,0.267263799905777
1,0.9993269443511963
0,0.11796792596578598
0,0.1367635875940323
0,0.26219072937965393
0,0.02638121508061886
0,0.22572873532772064
1,0.9996788501739502
0,0.12773174047470093
0,0.17710979282855988
0,0.308139443397522
0,0.2563936710357666
1,0.23115099966526031
0,7.161672692745924e-05
0,0.11136966943740845
1,0.7118332386016846
0,0.3821500837802887
0,9.161622438114136e-05
0,0.006244694348424673
1,0.9996755123138428
0,0.1309548318386078
0,0.15843409299850464
0,0.23622924089431763
0,0.23620635271072388
0,0.13925045728683472
0,0.20423008501529694
1,0.4478180408477783
0,0.20999298989772797
0,0.0009376996895298362
0,0.24315522611141205
0,0.19874104857444763
0,0.09677053987979889
0,0.36449629068374634
0,0.2481255680322647
0,0.11603635549545288
0,0.03800007328391075
0,0.11389485746622086
0,0.03735542669892311
0,0.07388907670974731
0,7.365529745584354e-05
1,0.2626149654388428
0,0.2739913761615753
0,0.12603750824928284
1,0.2684282958507538
0,0.06507927924394608
0,0.0032646101899445057
0,0.02979562245309353
0,0.241889089345932
0,0.16388942301273346
0,0.038457781076431274
0,0.06732667982578278
0,0.23202000558376312
1,0.19224661588668823
0,0.11232314258813858
0,0.15992997586727142
0,0.24535511434078217
0,0.13920152187347412
0,0.010476567782461643
0,0.08338391780853271
0,0.0004218510875944048
0,0.00011300246842438355
0,0.026173768565058708
0,0.16843457520008087
0,0.05144156515598297
1,0.9964678287506104
0,6.057404334569583e-06
0,0.002306149573996663
0,4.392404662212357e-05
1,0.9929924011230469
0,0.00019425204664003104
0,0.00018353153427597135
1,0.9996637105941772
0,0.005520684644579887
0,0.22395369410514832
0,0.17244970798492432
0,0.1763656586408615
0,6.238167406991124e-05
0,0.07024066150188446
1,0.9957991242408752
1,0.9743875861167908
1,0.997991681098938
0,0.11444995552301407
0,0.5327613949775696
1,0.9968228340148926
0,0.29616281390190125
0,0.03647485747933388
0,0.37515079975128174
0,0.18087813258171082
1,0.31837713718414307
0,0.25525811314582825
0,0.04491240158677101
0,0.1935415118932724
0,0.052229709923267365
1,0.9999375343322754
0,0.20918987691402435
0,0.21362610161304474
0,0.011625018902122974
0,0.007976410910487175
0,0.0742747038602829
0,0.14087726175785065
0,0.10629823058843613
1,0.39403751492500305
0,0.3477613031864166
0,0.15522198379039764
0,0.04981004446744919
1,0.2233458310365677
0,0.21555641293525696
0,0.012447326444089413
0,0.17084327340126038
0,0.18281348049640656
0,0.24151061475276947
0,0.289363831281662
0,0.028189944103360176
0,0.0015698724891990423
0,0.008118769153952599
1,0.2340831607580185
0,0.3302439749240875
1,0.18863891065120697
0,0.08106972277164459
0,3.2218933483818546e-05
0,0.0981820821762085
1,0.35176923871040344
0,0.2719634771347046
0,0.11805067211389542
0,0.15480902791023254
0,0.3474210202693939
0,0.22251558303833008
0,0.13463114202022552
0,0.010149934329092503
0,0.09909816086292267
1,0.35416272282600403
0,0.19338621199131012
0,0.1903167963027954
0,0.2164679318666458
0,0.15761788189411163
0,0.12379590421915054
0,0.14710484445095062
0,2.0301911717979237e-05
0,0.27984142303466797
0,0.002173752523958683
1,0.9948567152023315
0,0.11987649649381638
0,0.14633424580097198
0,0.008009198121726513
0,0.0867018848657608
1,0.2693313956260681
0,0.006452319677919149
0,0.23568066954612732
1,0.035864587873220444
0,0.12922726571559906
0,0.15235251188278198
0,0.0020162188448011875
0,0.14835728704929352
1,0.29940199851989746
0,0.19085878133773804
0,0.3412163555622101
1,0.10789115726947784
0,0.05277097225189209
0,0.01369446236640215
0,0.16600672900676727
0,0.12901845574378967
0,1.525256175227696e-05
0,0.22328725457191467
0,0.30939191579818726
0,0.006607637740671635
0,0.10193604975938797
0,0.020971540361642838
1,0.4428333640098572
0,0.15001040697097778
0,0.057379357516765594
0,1.1756452522604377e-06
0,0.09510472416877747
0,0.13911399245262146
0,0.01401044987142086
1,0.2155883014202118
0,0.1363537758588791
0,0.0018539008451625705
0,0.020587382838129997
0,0.0012560513569042087
0,0.0264970101416111
1,0.26787590980529785
0,0.019324028864502907
0,0.2181110978126526
0,0.03237425535917282
1,0.9995859265327454
0,0.004696136340498924
0,0.0002270810364279896
1,0.14393840730190277
0,0.15314172208309174
0,0.058743879199028015
0,0.21150550246238708
0,0.12674225866794586
0,0.10861138254404068
0,0.024905817583203316
1,0.348540723323822
1,0.30205854773521423
0,0.12484408169984818
0,0.3336128890514374
0,0.05661389231681824
1,0.6061869859695435
0,0.08581946790218353
0,0.19637776911258698
0,0.000998703995719552
0,2.389854307693895e-05
0,0.13137538731098175
0,0.15213961899280548
1,0.1843172311782837
1,0.9998996257781982
0,0.24022875726222992
0,1e-06
0,0.13982723653316498
0,0.4511951804161072
0,0.2997070550918579
1,0.9987988471984863
0,0.3722732365131378
0,0.19413292407989502
1,0.999626636505127
0,0.14198696613311768
0,0.23280546069145203
0,0.005876476410776377
0,0.00858305860310793
0,0.11822209507226944
0,0.2354632019996643
1,0.9981352090835571
0,0.3267943561077118
1,0.010194147936999798
1,0.24444489181041718
0,0.0002006657887250185
0,0.0003490082744974643
0,0.029741499572992325
0,0.173088937997818
0,0.13526682555675507
0,0.1788812279701233
1,0.5818148255348206
1,0.9952050447463989
0,0.04924038052558899
0,0.30896061658859253
1,0.9994064569473267
0,0.004470616113394499
0,0.15247945487499237
0,0.2673666477203369
0,0.0056525543332099915
0,0.37459468841552734
0,0.07890978455543518
1,0.2933531701564789
0,0.33893686532974243
0,0.01529546920210123
0,0.014921536669135094
0,0.22496674954891205
0,0.13041244447231293
0,0.11382707208395004
0,0.06478360295295715
0,0.0892307385802269
1,0.9511069059371948
0,0.014279613271355629
0,0.042921531945466995
1,0.18542777001857758
0,0.036647576838731766
1,0.9994551539421082
0,0.2616882920265198
0,0.16801175475120544
0,0.14577224850654602
0,0.0070119379088282585
0,0.013018786907196045
0,0.2829563319683075
0,0.25515690445899963
0,0.3081797957420349
0,0.0006380398408509791
0,0.0047654155641794205
0,0.2953410744667053
0,0.11959131807088852
0,0.18939192593097687
0,0.23494689166545868
0,0.00032409330015070736
0,5.674203930539079e-05
0,0.001703346730209887
0,0.0007329656509682536
0,0.28650787472724915
1,0.9996223449707031
0,0.02433425560593605
1,0.14618004858493805
0,0.005377700086683035
0,0.31574389338493347
1,0.9994922876358032
1,0.9976422190666199
1,0.11694510281085968
1,0.9995013475418091
0,0.20072337985038757
0,0.18298226594924927
0,0.10955335944890976
0,0.23206987977027893
1,0.9998819828033447
0,0.21096110343933105
0,0.03324481099843979
1,0.2638179659843445
0,0.053576380014419556
0,0.10466641187667847
1,0.2519940137863159
0,0.16010214388370514
0,0.1418958455324173
0,0.15712057054042816
0,0.14501777291297913
0,0.4038598835468292
0,0.22946472465991974
1,0.999229907989502
0,0.3303925096988678
0,0.0875515341758728
0,0.0748661607503891
0,0.20999003946781158
0,0.06538756191730499
0,0.11429817229509354
0,0.07067782431840897
0,0.15157979726791382
1,0.10886480659246445
0,0.2498927265405655
0,0.32090237736701965
0,0.0003572351415641606
0,0.11219190061092377
0,0.02172141708433628
1,0.9991633892059326
0,2.0450816009542905e-05
0,0.24422819912433624
0,0.21539856493473053
0,0.052982840687036514
0,0.09091322124004364
1,0.19524379074573517
0,0.21634440124034882
0,0.03561747446656227
0,0.2883058488368988
0,0.02834993228316307
1,0.09816797822713852
1,0.3241555392742157
0,0.004906481131911278
1,0.32239142060279846
0,0.14404229819774628
0,0.20082154870033264
0,0.06345351040363312
0,0.12181290239095688
0,0.014654121361672878
0,0.02187088504433632
0,0.14157044887542725
0,0.09532918781042099
1,0.30903518199920654
0,0.14303718507289886
0,0.06707185506820679
0,0.0003280712408013642
0,0.09509259462356567
0,0.18653735518455505
0,0.018306907266378403
1,0.13095401227474213
0,0.3396010100841522
0,0.0006291526951827109
1,0.9997852444648743
1,0.2963464856147766
0,0.16550517082214355
0,0.022293752059340477
0,0.14162352681159973
0,0.03042193129658699
0,0.0489862859249115
0,0.04415997117757797
1,0.2493186593055725
0,6.139336164778797e-06
0,0.16341765224933624
0,0.0002079992846120149
0,0.23536790907382965
0,0.21783661842346191
0,0.20769920945167542
0,0.2294207662343979
1,0.26377829909324646
1,0.07159300148487091
0,0.1198781430721283
0,0.02164684794843197
0,0.1547931581735611
1,0.7802382111549377
1,0.9980181455612183
0,0.18437394499778748
1,0.9992727637290955
0,1e-06
0,0.3218635618686676
0,0.08525711297988892
0,0.012017911300063133
1,0.10587747395038605
0,0.1324983537197113
1,0.9978675842285156
0,0.08661416918039322
0,1e-06
1,0.9999487400054932
0,0.2619340121746063
1,0.29983803629875183
0,0.18625687062740326
0,0.08679362386465073
0,0.14239053428173065
0,0.07874379307031631
1,0.25931233167648315
0,0.29521504044532776
0,0.18060730397701263
1,0.9996097683906555
0,0.032815929502248764
0,0.21976518630981445
0,0.04333745688199997
0,0.2428516000509262
0,0.31952589750289917
1,0.09270645678043365
1,0.17540951073169708
0,0.20455698668956757
0,0.07066009193658829
0,0.15107318758964539
0,0.09332934767007828
0,0.3022414445877075
0,0.1288134902715683
0,0.055576905608177185
0,0.016482412815093994
0,0.015085702762007713
0,0.19357305765151978
0,0.30747583508491516
0,0.15920919179916382
0,0.036686718463897705
0,0.03624063730239868
0,0.07355684041976929
1,0.1881399005651474
0,0.015890270471572876
0,0.26088976860046387
0,0.21145905554294586
0,0.2597028911113739
1,0.3125631511211395
0,0.012569942511618137
0,0.1717580109834671
0,0.12698504328727722
0,0.043688513338565826
0,0.19416223466396332
1,0.24066853523254395
0,0.005277450196444988
0,0.04976163059473038
0,0.10401442646980286
0,0.0343063622713089
1,0.1635172814130783
0,0.09323881566524506
0,0.012867376208305359
0,0.19643573462963104
0,0.09970638900995255
0,0.0015666948165744543
0,0.2021418809890747
1,0.9917362332344055
0,0.030257301405072212
0,0.058157652616500854
0,0.0037853100802749395
0,0.004665052052587271
1,0.25753673911094666
0,0.2626432776451111
1,0.21796007454395294
0,0.001854176283814013
0,0.18842600286006927
0,0.035586096346378326
0,0.21310487389564514
0,0.2263132929801941
1,0.9998416900634766
1,0.21578864753246307
0,0.29037222266197205
0,0.10929156094789505
0,0.21262595057487488
1,0.2949299216270447
0,0.04738534614443779
0,0.22194764018058777
0,0.004004874732345343
1,0.3348217010498047
0,0.07966666668653488
0,0.12366148084402084
1,0.13329802453517914
0,0.257900595664978
1,0.19163663685321808
1,0.991450846195221
0,1.980348679353483e-05
0,0.06164555251598358
0,0.31236281991004944
0,0.003931161016225815
1,0.19070908427238464
1,0.25629958510398865
0,0.12861432135105133
0,0.09958060085773468
0,0.5312099456787109
0,0.23104411363601685
0,0.648480236530304
1,0.18714472651481628
0,0.16499170660972595
0,0.20567461848258972
1,0.3356621563434601
1,0.49891600012779236
1,0.38505223393440247
0,2.7411137125454843e-05
0,0.16777117550373077
0,1.9998147763544694e-05
1,0.29712975025177
0,0.1950177252292633
0,0.3038754463195801
0,0.2331538200378418
1,0.21058110892772675
1,0.3198801577091217
0,0.055268485099077225
0,0.0025797211565077305
0,0.303733766078949
0,0.17612224817276
0,0.11410439759492874
0,9.22498384170467e-06
0,0.005683713126927614
0,0.0036714377347379923
0,0.13093625009059906
0,0.0015077772550284863
0,0.00020229275105521083
0,0.23517601191997528
0,0.08219870924949646
0,0.15011771023273468
0,0.20706020295619965
0,0.17335791885852814
0,0.26374974846839905
0,0.1702488660812378
0,0.0007622986449860036
1,0.17086145281791687
0,0.22981201112270355
0,0.14106085896492004
0,0.08946617692708969
0,0.14344628155231476
0,0.4233491122722626
1,0.2838548719882965
0,0.011936250142753124
1,0.9984739422798157
1,0.20653550326824188
0,0.0004072028386872262
0,0.0012142960913479328
0,0.07864923030138016
0,0.19448019564151764
0,0.019221605733036995
0,0.07400905340909958
0,0.08866153657436371
0,0.00018744963745120913
0,0.24939417839050293
0,0.2630783021450043
0,0.2374057024717331
1,0.22557015717029572
0,0.00046277756337076426
0,0.0006145592778921127
0,0.29504290223121643
0,0.2747029960155487
0,0.2857142686843872
0,0.1949445605278015
0,0.24705921113491058
0,0.07708073407411575
1,0.9956215023994446
0,0.36229464411735535
0,0.18141622841358185
0,0.08342716842889786
0,0.2844488024711609
1,0.9998157620429993
1,0.198306143283844
0,0.25320708751678467
1,0.9998385906219482
