pd_lr,pd_lgbm_gbdt,pd_lgbm_dart,pd_catboost,pd_average,pd_stack,y
0.014530698274941295,0.021193234501939853,0.01811118790552498,0.01929983036121831,0.01828373776090611,0.045198086154249625,0
0.036982143116601085,0.059073011733343596,0.061054268022178275,0.07785240897645987,0.058740457962145706,0.062219710690272795,0
0.002106383272155522,0.0021091070129912806,0.0029438341799379007,0.0006103433241555516,0.0019424169473100637,0.03991676854645213,0
0.02799409840399715,0.08641526164761364,0.11792636600635227,0.09349538373264484,0.08145777744765197,0.0764155534747884,0
0.12028159478546945,0.12642776318298007,0.13407960177010772,0.11758976819428175,0.12459468198320973,0.094302292398936,0
0.5500896920407001,0.45599980478433083,0.3447850814544848,0.5140348889166382,0.4662273667990385,0.5371071843719514,0
0.06081796636060934,0.13951839035632796,0.14180176006486764,0.12721257620439622,0.11733767324655028,0.09828892667819789,0
0.041721161782643054,0.00441530727043091,0.007411933715449789,0.0025091316308320263,0.014014383599838944,0.04135515997219424,0
0.06554374036724346,0.08038796265944946,0.07691934504348565,0.07932364777790463,0.0755436739620208,0.06834096542396771,0
0.02375239134564851,0.04035907846032587,0.052407606564936336,0.04674865267666658,0.040816932261894326,0.05419668119470811,0
0.0481838270550995,0.1194627070440226,0.13519060715566886,0.1097874421537155,0.10315614585212662,0.08888880932171017,0
0.07874067058190401,0.055800770847409656,0.05403850006751718,0.0679405459722847,0.06413012186727889,0.060528000695731866,0
0.26965850971011907,0.027228525044080902,0.033406258311101666,0.017509642889854966,0.08695073398878915,0.052278600185091464,0
0.15983547943275442,0.15011066041324594,0.17029216220721408,0.17697915597646732,0.16430436450742045,0.12313173717368749,0
0.0651229216983115,0.13132684780418635,0.1524109510764238,0.1974717802478275,0.1365831252066873,0.11553943193429188,1
0.08213273956801222,0.1000294036239501,0.10430900751976015,0.09775396485667327,0.09605627889209893,0.07912257993058348,0
0.14346253610415471,0.20473959094181662,0.19849358756590663,0.15503066995992457,0.17543159614295062,0.1375770010558346,0
0.12384057989068625,0.13435124373383986,0.1407531215814122,0.11943640879182969,0.129595338499442,0.09770005480504688,0
0.019487557856465883,0.025406304509259577,0.028192107078187884,0.035231124802750695,0.027079273561666006,0.04847652087412921,0
0.17536203536654515,0.2062227115019164,0.1963963339064917,0.1574867950511625,0.18386696895652893,0.13985818208643813,0
0.0032655075193016828,0.0031447101542490144,0.004639590283943696,0.00141392090060434,0.0031159322145246833,0.040246567037338775,0
0.1456028530096994,0.1932078794811244,0.18898493147955753,0.1622118851341046,0.17250188727612148,0.13421516301837874,0
0.03520734541882352,0.027684183416677284,0.02725860420932255,0.02201449116575959,0.02804115605264574,0.047432186609477796,0
0.0007307911437626901,0.011171710631348744,0.024363584616118712,0.005976121560206182,0.010560551987859082,0.04308822173744455,0
0.09117900320640714,0.09083352406625365,0.08952553422181356,0.08974910105801415,0.09032179063812212,0.07421680384375134,0
0.049650477074660734,0.13053994393219714,0.11348328178697617,0.12863694470972664,0.10557766187589018,0.09120882922470894,0
0.05161816478576584,0.047892354196644685,0.048025939537472445,0.045367280868795996,0.04822593484716974,0.055089357793633734,0
0.16697703215530285,0.164660630688393,0.16150849807325163,0.14171722287208316,0.15871584594725768,0.11584324050173213,0
0.003574702582018059,0.004743125878011844,0.005546156398816373,0.0009462600028098712,0.0037025612154140365,0.04042787973553463,0
0.009905692549745408,0.01731572586037548,0.03219516215634395,0.012879960202917883,0.01807413519234568,0.04530517858670656,0
0.02059040271997257,0.06633878427496391,0.07417147075132113,0.028208556943528668,0.04732730367244657,0.05735702379366965,0
0.0030636197439266495,0.015836502734010462,0.041141974709637014,0.011188430468437672,0.01780763191400295,0.04566145747107364,0
0.8115777094697713,0.9282903417235616,0.9148833010401674,0.8317065452795777,0.8716144743782694,0.9673697497054108,1
0.5709528895240081,0.3747552298383465,0.3137344992878331,0.40685834530835796,0.4165752409896364,0.40852897373064656,1
0.9723080732622843,0.9908962554469892,0.9974181260850236,0.9989168498942791,0.989884826172144,0.9852561293296007,1
0.04028870016491398,0.04606844811893615,0.06259103301903056,0.046016819676048856,0.04874125024473239,0.05630963587637641,0
0.011695901281571799,0.01889114019757333,0.01825501672032128,0.008713123739805501,0.014388795484817977,0.043797185901848355,0
0.11226239615754752,0.1575816077029805,0.15776434920875668,0.1278405237950426,0.13886221921608183,0.10757916073367227,0
0.03765458304629211,0.08685442686565624,0.10962917768514505,0.1168656284771686,0.0877509540185655,0.0797464603739873,0
0.10410803708614891,0.13316254968617547,0.15996473404191475,0.11950956467747824,0.12918622137292934,0.10032766243106875,0
0.023789575498679473,0.05277270067479285,0.04930827328255644,0.052662287871606366,0.044633209331908785,0.0561685078989146,1
0.006652628644998024,0.012385446971426088,0.016378575207840893,0.0077945010455473095,0.010802787967453079,0.0428052877590993,0
0.0006795261710596639,0.008860263795177762,0.024468277504532194,0.005372849244033327,0.009845229178700737,0.04280815975927273,0
0.2715736595945503,0.2404927712704232,0.2392148984838206,0.20955702202587775,0.24020958784366797,0.18664511832774003,0
0.32256947877418884,0.21589396054782634,0.21068819417489398,0.21541298624174227,0.24114115493466282,0.17450113293865538,1
0.026632673367580722,0.02651959545151717,0.02881039096955045,0.02312667678158018,0.026272334142557127,0.04741325458878678,0
0.0391052698504657,0.028836643171049406,0.03020949801576441,0.020896422252955484,0.029761958322558752,0.04778933573128464,0
0.20680019612971295,0.26268576150901307,0.24956406306457504,0.23721196871433614,0.2390654973544093,0.2048898845752433,0
0.0040483186669420515,0.005200737325961474,0.0029756277737234393,0.0009380729950272791,0.003290689190413561,0.040266533481855285,0
0.06788489490248963,0.07976931884311278,0.07973029809454651,0.07083238572198518,0.07455422439053352,0.06734186934050233,0
0.007424356980267107,0.0075361666831907865,0.00562239172537065,0.004848632423097191,0.0063578869529814334,0.04114238023383658,0
0.0029182599001368764,0.0035593766223935143,0.0034937052406145454,0.0009994848708256574,0.0027427066584926486,0.040145150228294214,0
0.1365519849254405,0.1291934764373645,0.14069673384981765,0.159310387833572,0.14143814576154864,0.10622151933700154,0
0.10474189541784254,0.13498591731824122,0.13869748323632086,0.11544908895896694,0.12346859623284288,0.09585322502084564,0
0.03864643836118851,0.04485520504358284,0.04602949699438464,0.04981154785174306,0.04483567206272476,0.05478106566909667,0
0.18694806023384797,0.15511585929542795,0.14862935040285716,0.1360261504556339,0.15667985509694177,0.1102712855365467,0
0.7037974530582299,0.7607578682838498,0.8094350679313979,0.7492304440071607,0.7558052083201596,0.9251101697736708,1
0.15137860307035209,0.14850012788157363,0.1747383327483162,0.1880765603026009,0.1656734060007107,0.1263785561027087,0
0.014012403734934842,0.02083657642021599,0.022298945068568502,0.015570304255925994,0.018179557369911333,0.04513073768847559,0
0.21178150618605798,0.22364015699766718,0.24750199360423858,0.21611933121399823,0.22476074700049048,0.18182772123303162,0
0.06982672413319131,0.0789546261245329,0.0835776887041656,0.07662397978589702,0.07724575468694671,0.06870939303210709,0
0.187221587889689,0.23105512535928288,0.22579005117869297,0.25274189489974713,0.224202164831853,0.18982462919912624,1
0.31917294283141345,0.22971990455750282,0.26016076278379663,0.2595368572288286,0.26714761685038535,0.21294446700480418,0
0.7602013394158661,0.927395078916387,0.921979453122544,0.954758076815289,0.8910834870675215,0.9756007378027655,1
0.05346934149126299,0.06209082648059401,0.08131467616301769,0.05795400383842373,0.0637072119933246,0.06264841335953361,0
0.2808701189606075,0.2769559623622657,0.2852534895046819,0.2871249496616479,0.28255113012230076,0.25176937755102996,1
0.14919397668311848,0.1610838795061092,0.15571987893279288,0.1589690150311567,0.15624168753829432,0.11736560874176766,0
0.010315325465405964,0.011018624876932762,0.007368582683525113,0.0035077326509975293,0.008052566419215342,0.04153371514279498,0
0.00028727021100178257,0.002924326583615979,0.0033542711224674214,0.00042292639681266244,0.0017471985784744614,0.03997617815073661,0
0.22102216658115248,0.24211513539954788,0.23502629410304424,0.2038817944697343,0.22551134763836972,0.18047459941638425,0
0.05554684236218189,0.12089879144747953,0.11946897931926234,0.11682041101246751,0.10318375603534782,0.08816029402093428,0
0.1753163766923932,0.16057056595360067,0.17077449852100277,0.15885059738118096,0.1663780096370444,0.12175314142270688,0
0.0737216872541947,0.16351745505281512,0.16369794228621884,0.16513916949874988,0.14151906352299462,0.11792556492195326,0
0.026763991091261593,0.05803762368107647,0.05678623174625557,0.04996584674778051,0.047888423316593536,0.05739416177883229,0
0.16888916134193338,0.1690829700093339,0.16616017472088884,0.1307557389312474,0.15872201125085086,0.11520073239963595,0
0.043018864518477855,0.045169192553687426,0.05308971084990644,0.054842511473716646,0.04903006984894709,0.056366274439193835,0
0.19745746787609184,0.1563431044099947,0.14073282871984463,0.1736131504850694,0.16703663787275014,0.11889335075440925,0
0.11606243718109521,0.13243066057119102,0.1449903007784876,0.1408554518675656,0.13358471259958488,0.10263248514939807,0
0.9337435622520897,0.9895597644459636,0.9887001769948827,0.994577723106085,0.9766453066997551,0.9845233074308265,1
0.0907482778497215,0.06136611362848385,0.07286690436072482,0.07188208783832077,0.07421584591931274,0.06452390367594656,0
0.009421425341374502,0.006592687601475282,0.004639103432415464,0.0034665850771746867,0.006029950363109984,0.04087004762594696,0
0.9669818909919463,0.9928726140790137,0.9965310307338159,0.9990827275469014,0.9888670658379194,0.9852696244687885,1
0.05809797772185993,0.1364842368902133,0.1513333920134078,0.13819379746145194,0.12102735102173325,0.1018285154127937,0
0.09256322488286348,0.08987244951232652,0.09770958006460768,0.10325440198636197,0.09584991411153991,0.0776906135535178,0
0.01616502872409532,0.028491660651720596,0.0826468855851171,0.0486421532283037,0.04398643204730918,0.05613670130342884,0
0.0939327675296916,0.07928300456238241,0.08972855086768082,0.07462638464127547,0.08439267690025758,0.06995170028056905,0
0.016741663172601028,0.02496891935721284,0.03327401920216186,0.025092224189867614,0.025019206480460836,0.04770289020365041,0
0.002329564944471791,0.004342885283786584,0.002167956049869049,0.000642552026493297,0.00237073957615518,0.04006460128734042,0
0.32644763512345204,0.20451421400643147,0.19094461206208266,0.23745064757203307,0.23983927719099982,0.17279014267457798,1
0.04146144165309183,0.03971985496760215,0.047539408609987045,0.05211002948130792,0.04520768367799723,0.05467562292418068,0
0.08257849404143926,0.0851482285646014,0.09212548723721696,0.09789481452545867,0.08943675609217908,0.07481461898877534,0
0.03469981809892341,0.027413062221460435,0.02973183280209625,0.019002061771660583,0.027711693723535172,0.04728851429259987,0
0.11492353687948657,0.1003104286887421,0.11617447891502916,0.07421141224149758,0.10140496418118884,0.07774777746006968,0
0.21619799261644715,0.20706657606006662,0.21456912014961532,0.24918499631687993,0.22175467128575227,0.17823875661924704,0
0.18066842431669153,0.2203636223394203,0.2197387642504563,0.22684228453126193,0.2119032738594575,0.17405019934204669,1
0.013944513480969298,0.022418829820765446,0.019276416172540237,0.01604466842062985,0.017921106973726206,0.04506731702509875,0
0.08531456989591293,0.12553856504343025,0.11585436340337146,0.07508840407833256,0.1004489756052618,0.08131245561687003,0
0.04433382041595469,0.03831860138945816,0.04006053464700754,0.052704129732904316,0.043854271546331175,0.05383269122137108,0
0.19796144322384007,0.19280853285532937,0.19106998123534807,0.20766683288196394,0.19737669754912035,0.15135400365123422,0
0.01160997502791269,0.011224560785281713,0.009101569599177607,0.005572971878738512,0.009377269322777632,0.041929573147862706,0
0.05934088383995592,0.07266450486513068,0.09017795537682013,0.06791854297591093,0.07252547176445442,0.06697808193228348,0
0.011218025754179135,0.016855120356225304,0.02193835173064953,0.01139011052517733,0.015350402091557823,0.04419495655887151,0
0.0304642049029678,0.06309395133663524,0.06499908349130122,0.06490409751915208,0.05586533431251408,0.06121326619776254,0
0.012370296549235913,0.009046464158507201,0.006650222668034039,0.00549091468548898,0.008389474515316533,0.04151984865978698,0
0.0033868046370031284,0.0026082063783996333,0.0029735645915679202,0.000661369171251252,0.002407486194555483,0.039990960609604116,0
0.9858754146171915,0.9968817021218379,0.9985975709051729,0.9999545971143704,0.9953273211896432,0.9856181770358504,1
0.04803671641555376,0.040048792327880084,0.04768722147239643,0.050395476361874816,0.04654205164442628,0.05465752947551421,0
0.4983842308302433,0.08053695050910067,0.10052873412152116,0.13446809609694022,0.20347950288945135,0.0965648863217443,0
0.19209175733595457,0.21839898379299574,0.22837297598614476,0.245401449269943,0.2210662915962595,0.1836079579940033,0
0.06339785882045623,0.04369728105015264,0.052240568160491066,0.052726936196406504,0.053015661056876606,0.056272726804483544,0
0.07900387940738639,0.12346262260886279,0.12523520530908155,0.1554357061981939,0.12078435338088116,0.09876808767498849,0
0.01041559615790113,0.00811859397241204,0.007090875251613409,0.004264226357989047,0.007472322934978906,0.04131341773532729,0
0.04405438843875593,0.1280499303200071,0.11883291122627514,0.12131607011353493,0.10306332502464327,0.08994128919036978,0
0.5083728435038297,0.3197330413585888,0.2964862221074551,0.30183415507382344,0.3566065655109243,0.30406643189070764,1
0.04451292302878532,0.045858285435920604,0.04932092739232518,0.05255108630269845,0.04806080553993239,0.055761121669728644,0
0.21490990506203408,0.16135517819546363,0.14758060910117168,0.1534435037170442,0.1693222990189284,0.11716716239497957,0
0.052526300273233274,0.044321156233424704,0.046649476164570734,0.04432738489942107,0.04695607939266244,0.05438440791028375,0
0.9031501844715527,0.8855279439927676,0.8629647239525111,0.9643542585836415,0.9039992777501182,0.9720792230609984,1
0.20845736504968373,0.21157195477912827,0.19569297868021307,0.25636718945333536,0.2180223719905901,0.1761127331515569,0
0.9610290977486952,0.9904129004165697,0.9964835823757152,0.9996435724956838,0.986892288259166,0.9851657765763071,1
0.18507852910296665,0.17483376519502536,0.1792986290582691,0.1557318275332535,0.17373568772237863,0.12702384796956973,0
0.1114281174194386,0.15115868576045724,0.1450125099487067,0.12168766901344928,0.13232174553551296,0.10213014652354868,0
0.960478859367006,0.986567247100403,0.9964190857850779,0.9986917088786742,0.9855392252827901,0.9849906667256116,1
0.08212254333473443,0.09815560371855137,0.11738447210213643,0.1271711724825829,0.10620844790950129,0.08648350479406142,0
0.10134032974623339,0.09807803959329284,0.09691487307270426,0.08627268401503843,0.09565148160681722,0.07620398915537967,0
0.17235972192228577,0.17230317964051012,0.1496625664397617,0.17956196404927874,0.16847185801295908,0.1254230070308489,0
0.049185691369342234,0.05718433160488141,0.07737789721071443,0.05958988222231995,0.060834450601814506,0.06161325595408323,0
0.012061230591872365,0.017703646111074018,0.020530128099158735,0.008417303579701454,0.014678077095451644,0.043856138065892,0
0.08746693441543207,0.12485940660411815,0.1394723424423763,0.1115534354112469,0.11583802971829336,0.09246548413908855,0
0.03354707739847647,0.026630214348518314,0.030198051296370435,0.021059124037124392,0.0278586167701224,0.04745919752363629,0
0.9384903887766157,0.9900112223461086,0.996097397474405,0.9990581390999141,0.9809142869242607,0.9849742432005104,1
9.777320674095265e-05,0.001100199662770649,0.001247280049969547,8.13804467769546e-05,0.0006316583415645258,0.039604079689365544,0
0.08482441458463756,0.11260767466612996,0.127381507636567,0.10804078849316581,0.10821359634512509,0.08717733105952871,0
0.15367102856230472,0.14059179991453202,0.14587981764900476,0.11863936344736552,0.13969550239330175,0.10097883936838248,0
0.2731636984891492,0.17069138541876364,0.18956482963597462,0.15655866965497106,0.19749464579971465,0.13292315443040112,1
0.18116033962747316,0.183830075737771,0.1816532603137859,0.1410653949492206,0.17192726765706268,0.12568950811444862,0
0.84303301691421,0.8486814691955442,0.9146421954926909,0.9348627135024663,0.8853048487762278,0.9698725687075327,1
0.01570444500437571,0.0249692421160894,0.02085650991130862,0.014791471386785738,0.01908041710463987,0.04537103134637899,0
0.11808348992674253,0.12220599093858395,0.13877580957716235,0.1539444431062354,0.13325243338718107,0.10228445872191347,0
0.05065906882857338,0.13664767270937575,0.14406645263671986,0.12003375395206153,0.11285173703168264,0.096143304260525,0
0.05155813501510848,0.08362188563019213,0.09583791640012966,0.09811457379069544,0.08228312770903143,0.07421560650098138,0
0.07557421810418008,0.09325478760770085,0.08561598988071556,0.10682406226691671,0.0903172644648783,0.07655383168845088,0
0.4125437271734885,0.292117133429504,0.27971720281870416,0.38169641093673423,0.34151861858960775,0.316361919223993,0
0.028850542969187886,0.018254206562401936,0.01515405718971432,0.013064007775469323,0.018830703624193368,0.044229573550062365,0
0.2909093639705095,0.2289813262992412,0.2032614633135113,0.1942848016347369,0.2293592388044997,0.16723415803258088,0
0.0456424484125149,0.10004619109790433,0.1221274574139354,0.10537947252185174,0.09329889236155159,0.08216502087213916,0
0.4258530476349725,0.35503934374358204,0.3660251950475919,0.2941607676852031,0.3602695885278374,0.3425704744719809,0
0.14061576283561467,0.22505049765577073,0.22955038623299445,0.1821931199967646,0.1943524416802861,0.16048599856300597,0
0.001708325334905516,0.002494646297187588,0.002788277431393164,0.0002810571059292327,0.0018180765423538752,0.039901045353283614,0
0.009917305441117198,0.008464700472217168,0.008638737006637856,0.003877644152997205,0.007724596768242357,0.04142899530242613,0
0.010898904769435757,0.018715577827594337,0.0245915137073193,0.011360951749462066,0.016391737013452867,0.044612113927294035,0
0.02311037713763621,0.026804415792578612,0.0199683099781595,0.017985012662016183,0.021967028892597627,0.04596852957559733,0
0.00020035849433593306,0.007378556532902569,0.011704655373091526,0.0016312983645711946,0.0052287171912253055,0.041193538310604315,0
0.01052793190705645,0.01147751033477845,0.008437939207072689,0.0036701179333123017,0.008528374845554973,0.04168744502510367,0
0.34280983312611285,0.41082388838125855,0.5006996234925096,0.33076599746138563,0.3962748356153167,0.45554139747335565,0
0.004006444429089766,0.004408956125435049,0.004442239030450809,0.0013188817111813628,0.0035441303240392468,0.040349975510858574,0
0.07969776699806978,0.18228079499908462,0.21382345116498858,0.154817619669689,0.157654908207958,0.1318426429564781,0
0.24546158864218962,0.25538187167486254,0.2654198624218125,0.28241572166936224,0.2621697611020567,0.2297555164684536,0
0.002643736197226147,0.0038441248291980756,0.002790939029151508,0.0006480695569445156,0.002481717403130062,0.04007544965947728,0
0.009752105950101467,0.03449779213843696,0.0669529302693031,0.058583164861234445,0.042446498304768994,0.05630743229798391,0
0.015052701538215817,0.049843012392799764,0.04462478261240834,0.03088897794402061,0.03510236862186113,0.05230863392729921,0
0.3083246556535207,0.2864653705990077,0.31349848945010766,0.29065776544148764,0.2997365702860309,0.2717010112161937,1
0.010497155743693276,0.008164138094231655,0.004999706057421025,0.002803045733437242,0.0066160114071958,0.04099982144950917,0
0.0059035251743228805,0.006473957331474559,0.004304899243357553,0.002276805259443172,0.0047397967521495415,0.04065498250909602,0
0.028940820660526997,0.026250206734678434,0.030612388049568347,0.018734937039852222,0.0261345881211565,0.047105375964023165,0
0.2957561560894823,0.021240768293759028,0.03372130258899998,0.014549890975659457,0.09131702948697519,0.05180124877467358,0
0.003205703584089891,0.00415271584973708,0.0029013449541330353,0.000540093840960277,0.0026999645572300707,0.040111670182756624,0
0.005219758325400434,0.003307428181076191,0.003450878294267697,0.0012458438987903867,0.003305977174883677,0.040180866287852814,0
0.005585325922523325,0.004525262300322189,0.00556619187770663,0.0012134980352670242,0.0042225695339547925,0.0404692836274099,0
0.0021936920377271974,0.001994164101902437,0.0024011524511304456,0.0006424849072710244,0.0018078733745077761,0.03986683608167903,0
0.30784022161511,0.26454880938572156,0.26355659922020264,0.29973529186207776,0.28392023052077797,0.24576670630452208,0
0.9465654552186862,0.9938244567562428,0.9978416011773082,0.9989452498206086,0.9842941907432115,0.9852090284837793,1
0.7822969497038159,0.8098721974795761,0.8125150347468955,0.7975064215041613,0.8005476508586121,0.9422643438498238,1
0.3505456028677855,0.22550693012038003,0.2408066268886524,0.23930801482005776,0.2640417936742189,0.19855197830605603,1
0.0020154444422217197,0.014448153233516404,0.034242016957023384,0.005851031255764073,0.014139161472131394,0.0442977843489691,0
0.09782247657665992,0.07437166220655404,0.09528580533800068,0.0750775455460201,0.08563937241680869,0.07014033311447994,0
0.18499447733365224,0.1609934089054561,0.1433840815901418,0.17473775817204376,0.16602743150032348,0.12037716085311329,0
0.8454752724451989,0.9320028089152291,0.9066922914534513,0.9721518461347539,0.9140805547371583,0.9769716984252546,1
0.062268656403201554,0.035490832695731576,0.03752507258333557,0.021948130554448216,0.03930817305917923,0.04983232130709993,0
0.9687078855772098,0.9935498503791679,0.9974942621250119,0.9991238712720921,0.9897189673383705,0.9853348304362444,1
0.20615916812626614,0.17515483056479542,0.155695434128366,0.1450230698211354,0.17050812566014073,0.1197885255191142,0
0.0038247759022255207,0.022852761277821414,0.049049945878931404,0.015967306861627353,0.022923697480151422,0.047696950621189484,0
0.05611332419790541,0.0592274086562903,0.05720852298700581,0.06550046585743699,0.059512430424659625,0.060466863026655486,0
0.20100278411827557,0.019330267010193955,0.0388441346098984,0.014992299982312713,0.06854237143017015,0.05016992580196514,0
0.11170504255555473,0.14207053364244748,0.16116196204977062,0.11979228178538794,0.1336824550082902,0.1028591695268596,0
0.00146123942405489,0.0016950338906874312,0.00320273796966691,0.00023840097125998332,0.0016493530639173036,0.03985358388938169,0
0.14625267834056466,0.14384920245915347,0.15191926487351276,0.123692982031665,0.14142853192622395,0.1037339400282259,1
0.009390393261668907,0.016362664001171194,0.015101687325026574,0.014464006942077143,0.013829687882485953,0.043827737169765554,0
0.07643251145876587,0.08948691478665374,0.0952311474416412,0.08562999239115945,0.08669514151955507,0.07367878576094482,0
0.1226953754413002,0.015778653063696694,0.015001417198401807,0.014099444496330622,0.04189372254993234,0.04582525554480666,0
0.028507316321451048,0.06267058538360606,0.06614097239380642,0.07048927469035281,0.05695203719730409,0.062055679153508105,0
0.1197097073033349,0.1675823170626167,0.1426359037488629,0.12610370365129686,0.13900790794152784,0.10668495594074541,0
0.14121332539405054,0.1814905353056981,0.1921141317793493,0.1760973063130267,0.17272882469803116,0.13557541117902855,0
0.00497818219930666,0.004458182079327989,0.005529103235499738,0.001908120976348547,0.0042183971226207335,0.040517470854364405,0
0.11311822567175288,0.12311060682168662,0.136152490439911,0.13464189542133706,0.1267558045886719,0.0974350810685559,0
0.1214147017586821,0.09529577782975465,0.09064755639965652,0.11284728844397589,0.1050513311080173,0.08020152197861097,0
0.2571355889695329,0.22094475457425738,0.19783098770508598,0.19115219602579142,0.2167658818186669,0.15996492856529787,0
0.015005948489311154,0.01960037177522448,0.01798787261245867,0.01350665854681254,0.01652521285595171,0.044411824480575506,0
0.13911663954415748,0.13036564174404144,0.14733824214597888,0.12882574493077972,0.1364115670912394,0.10079565058877185,1
0.03628722011831071,0.028793438893886174,0.026746174974233934,0.021000734723687242,0.028206892177529516,0.04740876079282884,0
0.048025481381450554,0.12749810602537512,0.13137140289901786,0.14551758846875612,0.11310314469364992,0.09737716043802488,0
0.05758092690702059,0.07467313343614838,0.07678007112507935,0.05878947683699067,0.06695590207630975,0.06408592255079777,0
0.07641536746308164,0.12232602566341697,0.11121962021304044,0.11711537059215413,0.1067690959829233,0.0878177757785719,0
0.061400419667074276,0.05598322743058813,0.06400664156797875,0.06250710257928377,0.06097434781123123,0.060549763040673575,0
0.010341765093836369,0.010590932881885284,0.01248343975690897,0.007523107587622423,0.010234811330063261,0.042332744897304764,0
0.07937485066516169,0.10451377212838216,0.12549561859750408,0.12054535162707222,0.10748239825453004,0.08763519914311799,0
0.010906249503670886,0.017162633103810495,0.018824226043928104,0.011801382626850723,0.014673622819565052,0.04398574681162613,0
